ACI,EGJA,Alderney
MCY,YBSU,Maroochydore/Sunshine Coast
LEV,NFNB,Levuka Airfield
ZFM,CZFM,Fort McPherson
LSQ,SCAG,El Avellano
ENF,EFET,Enontekio
SQW,EKSV,Skive
OXC,KOXC,Waterbury-Oxford
SOA,KSOA,Sonora Muni
HYV,EFHV,Hyvinkaa
YSB,CYSB,Sudbury (Greater Sudbury)
CEN,MMCN,Ciudad Obregon Int'l
IDA,KIDA,Idaho Falls Rgnl
GLA,EGPF,Glasgow Int'l
MOX,KMOX,Morris Municipal
ZRJ,CZRJ,Round Lake (Weagamow Lake)
CQB,KCQB,Chandler Rgnl
VTL,LFSZ,Vittel
BCE,KBCE,Bryce Canyon
FOM,KFOM,Fillmore Muni
HUY,EGNJ,Humberside
EED,KEED,Needles
CYI,RCKU,Chiayi
PPN,SKPP,Guillermo Leon Valencia
BGH,GQNE,Abbaye
BXE,GOTB,Bakel
AIZ,KAIZ,Lee C Fine Memorial
NNI,FYNA,Namutoni
BYI,KBYI,Burley Muni
PRK,FAPK,Prieska
AIO,KAIO,Atlantic Muni
SFL,GVSF,Sao Filipe
CCM,SBCM,Forquinhinha
HST,KHST,Homestead Arb
ATS,KATS,Artesia Muni
CXN,HCMC,Candala
ADU,KADU,Audubon County
JRA,KJRA,West 30th St.
FAY,KFAY,Fayetteville Rgnl
MNL,RPLL,Manila Int'l
SSE,VASL,Solapur
POZ,EPPO,Poznań-Ławica
LIN,LIML,Linate
CUC,SKCC,Camilo Daza Int'l
PDV,LBPD,Plovdiv Int'l
CKZ,LTBH,Canakkale
JQF,KJQF,Concord Rgnl
VKO,UUWW,Vnukovo
YFS,CYFS,Fort Simpson
ASK,DIYO,Yamoussoukro
KTG,WIOK,Rahadi Oesman
ELH,MYEH,North Eleuthera
TEL,KTEL,Perry County Muni
WRG,PAWG,Wrangell
TMW,YSTW,Tamworth
BZK,UUBP,Bryansk
RIG,SBRG,Rio Grande
CJB,VOCB,Coimbatore
IDF,FZCB,Idiofa
MCA,GUMA,Macenta
TRM,KTRM,Jacqueline Cochran Rgnl
SFF,KSFF,Felts Field
GFD,KGFD,Pope Field
AIV,KAIV,George Downer
DLZ,KDLZ,Delaware Muni - Jim Moore Field
KIN,MKJP,Norman Manley Int'l
YYN,CYYN,Swift Current
HVS,KHVS,Hartsville Rgnl
AAS,KAAS,Taylor County
BIV,KBIV,West Michigan Rgnl
TYM,MYES,Staniel Cay
CMU,AYCH,Chimbu
HHQ,VTPH,Hua Hin
MLE,VRMM,Male Int'l
RVL,KRVL,Mifflin County
RUQ,KRUQ,Rowan County
TPS,LICT,Vincenzo Florio (Birgi)
YHZ,CYHZ,Halifax Int'l
BUY,KBUY,Burlington-Alamance Rgnl
TUP,KTUP,Tupelo Rgnl
HBW,KHBW,Joshua Sanford Field
BDN,KBDN,Bend Muni
ZAL,SCVD,Pichoy
KRH,EGKR,Redhill Aerodrome
DRO,KDRO,Durango-La Plata County
SJP,SBSR,Sao Jose do Rio Preto
TSH,FZUK,Tshikapa
TER,PATE,Teller
TVA,FMMR,Morafenobe
C05,PFCB,Chenega Bay
AKF,HLKF,Kufra
EDI,EGPH,Edinburgh
PNA,KPNA,Ralph Wenz Field
DCA,KDCA,Reagan National
LEY,EHLE,Lelystad
IIK,PAKI,Kipnuk
TND,MUTD,Alberto Delgado
TUO,NZAP,Taupo
YLJ,CYLJ,Meadow Lake (Saskatchewan)
RAL,KRAL,Riverside Muni
FDF,TFFF,Lamentin
RET,ENRS,Rost
HLP,WIHH,Halim Perdanakusuma Int'l
DHT,KDHT,Dalhart Muni
ABZ,EGPD,Aberdeen
YTM,CYFJ,La Macaza/Mont Tremblant Intl
KNJ,FCBK,Kindamba
GLF,MRGF,Golfito
PPS,RPVP,Puerto Princesa
LGQ,SELA,Lago Agrio
LEJ,EDDP,Leipzig/Halle
MED,OEMA,Prince Mohammad Bin Abdulaziz
XSE,DFES,Sebba
MQP,FAKN,Kruger Mpumalanga Int'l
GEL,SBNM,Santo Angelo
GYI,HRYG,Gisenyi
KRB,YKMB,Karumba
JIB,HDAM,Djibouti-Ambouli Int'l
TRV,VOTV,Thiruvananthapuram Int'l
LRM,MDLR,La Romana Int'l
SIJ,BISI,Siglufjordur
MTK,NGMN,Makin
IRG,YLHR,Lockhart River
SLP,MMSP,Ponciano Arriaga Int'l
SNN,EINN,Shannon
OWK,KOWK,Central Maine Arpt
CVB,KCVB,Castroville Muni
BVX,KBVX,Batesville Rgnl
MHA,SYMD,Mahdia
BFE,KBFE,Terry County
HLJ,EYSB,Barysiai (Civil/Military)
KSL,HSKA,Kassala
RXE,KRXE,Rexburg-Madison County
NTX,WION,Ranai
STR,EDDS,Stuttgart Echterdingen
DDH,KDDH,William H. Morse State
LCJ,EPLL,Lodz Wladyslaw Reymont
ABQ,KABQ,Albuquerque Intl Sunport
TOS,ENTC,Tromso\, Langnes
MBL,KMBL,Manistee Co.-Blacker
YQS,CYQS,St. Thomas (St. Thomas Municipal)
CHD,KCHD,Chandler Muni
UNN,VTSR,Ranong
CMA,YCMU,Cunnamulla
ASG,KASG,Springdale Muni
BVK,PABL,Buckland
WEF,ZSWF,Weifang
TLH,KTLH,Tallahassee Rgnl
FLL,KFLL,Hollywood Int'l
GDY,KGDY,Grundy Muni
ULY,UWLW,Vostochny
HRK,UKHH,Kharkiv Int'l
AFK,KAFK,Nebraska City Muni
BYY,KBYY,Bay City Muni
HVG,ENHV,Honningsvag\, Valan
FOS,YFRT,Forrest
SKH,VNSK,Surkhet
EFW,KEFW,Jefferson Muni
SXZ,LTCL,Siirt
GUD,GAGM,Goundam
PYP,KPYP,Centre-Piedmont-Cherokee County Rgnl
LOD,NVSG,Longana
VNC,KVNC,Venice Muni
LTA,FATZ,Tzaneen
BPP,KBPP,Bowman Muni
OMH,KOMH,Orange County
ZBO,YBWN,Bowen
YVA,FMCN,Iconi
SXK,WAPI,Saumlaki
RCR,KRCR,Fulton County
GUW,UATG,Atyrau
LAK,CYKD,Aklavik/Freddie Carmichael
FCN,ETMN,Nordholz Naval Air Station
GCC,KGCC,Gillette-Campbell County
DUM,WIBD,Pinang Kampai
ZPO,CZPO,Pinehouse Lake
UKB,RJBE,Kobe
MBE,RJEB,Monbetsu (Okhotsk Monbetsu)
DIR,HADR,Aba Tenna Dejazmach Yilma Int'l
WHP,KWHP,Whiteman
LAE,AYLA,Lae Nadzab
DND,EGPN,Dundee
CMM,MGCR,Carmelita
ISB,OPRN,Islamabad Int'l/Chaklala Airbase
TSF,LIPH,Treviso (Sant'Angelo)
PTG,FAPP,Polokwane Int'l
JFX,KJFX,Walker County Arpt
LBI,LFCI,Albi Le Sequestre
LYR,ENSB,Svalbard\, Longyear
BDR,KBDR,Igor I Sikorsky Memorial
BHE,NZWB,Woodbourne
MIG,ZUMY,Mianyang Nanjiao Airport
BPI,KBPI,Miley Memorial Field
BHP,VNBJ,Bhojpur
BMD,FMML,Belo Sur Tsiribihina
TCH,FOOT,Tchibanga
MYE,RJTQ,Miyakejima
MRX,OIAM,Mahshahr
VME,SAOR,Villa Reynolds
MIM,YMER,Merimbula
BDD,YBAU,Badu Island
TGT,HTTG,Tanga
YDF,CYDF,Deer Lake Regional (Newfoundland)
ORJ,SYOR,Orinduik
HPN,KHPN,Westchester County
OCJ,MKBS,Ian Fleming Intl (Boscobel Aerodrome)
ESB,LTAC,Ankara Esenboğa Havalimanı Int'l
YNA,CYNA,Natashquan
QBC,CYBD,Bella Coola
CPD,YCBP,Coober Pedy
MFO,AYNZ,Nadzab
HNR,KHNR,Harlan Muni
SLU,TLPC,George F. L. Charles
ARG,KARG,Walnut Ridge Rgnl
GLV,PAGL,Golovin
RIR,KRIR,Flabob
HLT,YHML,Hamilton
SAB,TNCS,Juancho E. Yrausquin
KGE,AGKG,Kaghau
TPF,KTPF,Peter O Knight
NKG,ZSNJ,Nanjing Lukou Int'l
SOU,EGHI,Southampton
SDA,KSDA,Shenandoah Muni
OEL,KOEL,Oakley Muni
CUQ,YCOE,Coen
SIT,PASI,Sitka Rocky Gutierrez
CJJ,KCJJ,Ellen Church Field
PNY,VOPC,Pondicherry
YHO,CYHO,Hopedale
RHP,VNRC,Ramechhap
EII,PAII,Egegik
CDW,KCDW,Essex County
PES,ULPB,Besovets
LFB,FQLU,Lumbo
PUK,NTGQ,Pukarua
KUN,EYKA,Kaunas Int'l
NYL,KNYL,Yuma Mcas/Yuma Intl
KTL,HKKT,Kitale
LQK,KLQK,Pickens County
OMB,FOOH,Hospital
YWL,CYWL,Williams Lake
HVN,KHVN,Tweed-New Haven
BRO,KBRO,Brownsville Intl
IJX,KIJX,Jacksonville Muni
RFG,KRFG,Rooke Field
EIY,LLEY,Ein Yahav Airfield
MKB,FOOE,Mekambo
VUO,KVUO,Pearson Field
YWY,CYWY,Wrigley
BEL,SBBE,Val de Caes Int'l
GBG,KGBG,Galesburg Muni
GYH,KGYH,Donaldson Center
VIL,GMMH,Dakhla
MGZ,VYME,Myeik
OPW,FYOP,Opuwa
BDJ,KBDJ,Boulder Junction
OAK,KOAK,Metropolitan Oakland Intl
FNT,KFNT,Bishop Intl
MLP,RPMM,Malabang
CBG,EGSC,Cambridge
HKY,KHKY,Hickory Rgnl
ZSE,FMEP,Pierrefonds
ART,KART,Watertown Intl
IDI,KIDI,Indiana County
BKX,KBKX,Brookings Rgnl
OLS,KOLS,Nogales Intl
FBG,KFBG,Simmons Aaf
RIA,SBSM,Santa Maria
HUU,SPNC,Alferez FAP David Figueroa Fernandini
BMC,KBMC,Brigham City
KZS,LGKJ,Kastelorizo Island Public
KSD,ESOK,Karlstad
SME,KSME,Somerset-Pulaski Co
MGI,SAAK,Martin Garcia Island
NRM,GANK,Keibane
YYC,CYYC,Calgary Int'l
HQG,KHQG,Hugoton Muni
EPR,YESP,Esperance
JHN,KJHN,Stanton County Muni
CMD,YCTM,Cootamundra
LJU,LJLJ,Brnik (Ljubljana)
LRC,ETUL,RAF Laarbruch-Weeze (closed in 1999\, now Weeze Airport\, NRN/EDLV)
GZH,KGZH,Middleton Field
AJZ,KAJZ,Blake Field
JYO,KJYO,Leesburg Executive
RNL,AGGR,Rennell/Tingoa
SFQ,LTCH,Sanliurfa
GFA,KGFA,Malmstrom Afb
EYF,KEYF,Curtis L Brown Jr Field
CLX,SATC,Clorinda
AGM,BGAM,Tasiilaq Heliport
MMH,KMMH,Mammoth Yosemite
KMX,OEKM,King Khalid Airbase (KKMC)
CYB,MWCB,Gerrard Smith Int'l
JSO,KJSO,Cherokee County
AAO,KAAO,Colonel James Jabara
MHG,EDFM,Mannheim City
EVG,ESND,Sveg
QRO,MMQT,Ing. Fernando Espinoza Gutierrez Int'l
ZNZ,HTZA,Zanzibar
BAX,KBAX,Huron County Memorial
DLF,KDLF,Laughlin Afb
BEH,KBEH,Southwest Michigan Rgnl
GIF,KGIF,Winter Haven'S Gilbert
XDJ,DFCJ,Djibo
URC,ZWWW,Urumqi Diwopu Int'l
AVC,KAVC,Mecklenburg Rgnl
PLK,KPLK,Clark-Taney County
AQI,OEPA,Qaisumah Domestic
NLK,YSNF,Norfolk Island
DNL,KDNL,Daniel Field
SPE,WBKO,Sepulot
PPI,YPIR,Port Pirie
ETH,KETH,Wheaton Muni
WGC,VOWA,Warangal
LUD,KLUD,Decatur Muni
LIL,LFQQ,Lille Lesquin
HCY,EGOV,RAF Valley/Anglesey
YHK,CYHK,Gjoa Haven
TZR,LHTA,Taszar
GEX,YGLG,Geelong
ERC,LTCD,Erzincan
RVS,KRVS,Richard Lloyd Jones Jr
HCM,HCME,Eil
BZL,VGBR,Barisal
HLS,YSTH,Saint Helens
UNK,PAUN,Unalakleet
SCW,UUYY,Syktyvkar
YQB,CYQB,Quebec/Jean Lesage Int'l
LAJ,SBLJ,Lages
HEQ,KHEQ,Holyoke
SUZ,KSUZ,Saline County Rgnl
EKQ,KEKQ,Wayne County
CET,LFOU,Cholet Le Pontreau
HKG,VHHH,Hong Kong Int'l
VKS,KVKS,Vicksburg Muni
AVI,MUCA,Maximo Gomez Int'l
HET,ZBHH,Hohhot Baita Int'l
ALP,OSAP,Aleppo Int'l
MWC,KMWC,Lawrence J Timmerman
BTH,WIDD,Hang Nadim
CRE,KCRE,Grand Strand
YAB,CYAB,Arctic Bay
LPT,VTCL,Lampang
DGW,KDGW,Converse County
PYN,KPYN,Piedmont Muni
KVA,LGKV,Kavala Int'l\, Megas Alexandros
RID,KRID,Richmond Muni
JUT,MHJU,Juticalpa
SVG,ENZV,Stavanger\, Sola
NKU,FXNK,Nkaus
PTV,KPTV,Porterville Muni
QDV,SDJD,Jundiai
UMY,UKHS,Sumy
BXM,KBXM,Brunswick Executive
HVD,ZMKD,Khovd
CSQ,KCSQ,Creston Muni
YIW,ZSYW,Yiwu
FOT,KFOT,Rohnerville
KBU,WAOK,Stagen
MXM,FMSR,Morombe
GSB,KGSB,Seymour Johnson Afb
SPS,KSPS,Sheppard Afb 
ZMH,CZML,South Cariboo Regional (108 Mile Ranch)
KDK,PAKD,Kodiak Muni
BWT,YWYY,Burnie
HOD,OYHD,Hodeidah Int'l
SBQ,OPSB,Sibi
BOS,KBOS,Boston Logan Intl
KTV,SVKM,Kamarata
YZE,CYZE,Gore Bay-Manitoulin
RSK,WASC,Abresso
SAS,KSAS,Salton Sea
HLH,ZBUL,Ulanhot
UCT,UUYH,Ukhta
QCN,SSCN,Canela
EGE,KEGE,Eagle County Rgnl
CRV,LIBC,Crotone (Sant'Anna)
DAT,ZBDT,Datong
MJX,KMJX,Robert J. Miller Air Park
LPA,GCLP,Gran Canaria Int'l
MDE,SKRG,Jose Maria Cordova Int'l
PWM,KPWM,Portland Intl Jetport
YSP,CYSP,Marathon (Canada)
MCM,LNMC,Monaco Heliport
GDT,MBGT,JAGS McCartney Int'l (Grand Turk Int'l)
LAA,KLAA,Lamar Muni
VWU,KVWU,Waskish Muni
RCO,LFDN,Rochefort Saint-Agnant
KMZ,FLKO,Kaoma
KEN,GFKE,Kenema
KKZ,VDKK,Koh Kong
KRS,ENCN,Kristiansand\, Kjevik
MZJ,KMZJ,Pinal Airpark
YSJ,CYSJ,Saint John
BLQ,LIPE,Bologna (Guglielmo Marconi)
LTC,FTTH,Lai
ASA,HHSB,Assab Int'l
ALN,KALN,St Louis Rgnl
VIC,LIPT,Vicenza Trissino
PJY,KPJY,Pinckneyville-Du Quoin
MFJ,NFMO,Moala
SUI,UGSS,Sukhumi Dranda
SDH,MHSR,Santa Rosa de Copan
CMR,KCMR,H.A. Clark Memorial Field
NKM,RJNA,Nagoya Airfield (Prefectural Nagoya)
PGA,KPGA,Page Muni
RFR,MRRF,Rio Frio O Progreso
DOM,TDPD,Melville Hall
DLY,NVVD,Dillon’s Bay
YYJ,CYYJ,Victoria Int'l
MDH,KMDH,Southern Illinois
CXH,CYHC,Vancouver Harbor Seaport
MKL,KMKL,Mc Kellar-Sipes Rgnl
YPU,CYPU,Puntzi Mountain
TKX,KTKX,Kennett Memorial
PIB,KPIB,Hattiesburg-Laurel Rgnl
UUS,UHSS,Yuzhno-Sakhalinsk
HOA,HKHO,Hola
HSN,ZSZS,Zhoushan
PUI,VEPU,Purnea
YAC,CYAC,Cat Lake
HOE,VLHS,Ban Huoeisay (Ban Houei Sai/Ban Houay Xay)
RAS,KRAS,Mustang Beach
LRY,KLRY,Lawrence Smith Memorial
TRQ,SBTK,Tarauaca
BLO,BIBL,Blonduos
BHM,KBHM,Birmingham-Shuttlesworth Intl
CPC,SAZY,Aviador Carlos Campos (Chapelco)
TSL,MMTN,Tamuin Nat'l
AJR,KAJR,Habersham County
CHT,NZCI,Chatham Islands / Tuuta
RAO,SBRP,Leite Lopes
AOR,WMKA,Sultan Abdul Halim
KSK,ESKK,Karlskoga
DSE,HADC,Combolcha
AFN,KAFN,Jaffrey Airport
MLS,KMLS,Frank Wiley Field
DOR,DFEE,Dori
IXU,VAAU,Aurangabad
RYY,KRYY,Cobb County 
KED,GQNK,Kaedi
GBD,KGBD,Great Bend Muni
NSH,OINN,Noshahr
OYE,FOGO,Oyem
GDI,FEGL,Gordil
ZBF,CZBF,Bathurst
JGG,KJGG,Williamsburg-Jamestown
BRV,EDWB,Bremerhaven
ZEC,FASC,Secunda
AAH,EDKA,Aachen
ACA,MMAA,General Juan N. Alvarez Int'l
YKY,CYKY,Kindersley
SHY,HTSY,Shinyanga
AMO,FTTU,Mao
SYY,EGPO,Stornoway
KWZ,FZQM,Kolwezi
CVH,SAHE,Caviahue
MEI,KMEI,Key Field
SKZ,OPSK,Sukkur
VDF,KVDF,Tampa Executive
DXR,KDXR,Danbury Muni
AGP,LEMG,Malaga
LSF,KLSF,Lawson Aaf (Fort Benning)
CQD,OIFS,Shahrekord
AQP,KAQP,Appleton Muni
YNZ,ZSYN,Yancheng Airport
JZZ,PAJZ,Koliganek
HFE,ZSOF,Hefei Luogang Int'l
EGN,HSGN,Geneina
POG,FOOG,Port-Gentil
WCR,PALR,Chandalar Lake
CQM,LERL,Ciudad Real Central
DYT,KDYT,Sky Harbor
RPM,YNGU,Ngukurr
MNF,NFMA,Mana Island
PLT,SKPL,Plato
GET,YGEL,Geraldton
RYO,SAWT,El Turbio
DTA,KDTA,Delta Muni
FRU,UAFM,Manas Int'l
TCY,KTCY,Tracy Muni
KAQ,BGKS,Kangersuatsiaq Heliport
ANS,SPHY,Andahuaylas
SJA,SPJN,San Juan de Marcona
TGJ,NWWA,Tiga
CLF,EGYC,RAF Coltishall
EAS,LESO,San Sebastian
LUC,NFNH,Laucala
TPQ,MMEP,Amado Nervo National
LCG,KLCG,Wayne Muni/ Stan Morris Fld
SVJ,ENSH,Svolvaer\, Helle
TIP,KTIP,Rantoul Natl Avn Cntr
SRY,OINZ,Dasht-e Naz
JHS,BGSS,Sisimiut (Holsteinsborg)
UAK,BGBW,Narsarsuaq
LGC,KLGC,Lagrange-Callaway
KER,OIKK,Kerman
IMO,FEFZ,Zemio
PSD,HEPS,Port Said
HFA,LLHA,Haifa Int'l (U. Michaeli)
BRU,EBBR,Brussels
HDO,KHDO,South Texas Rgnl At Hondo
LZO,ZULZ,Luzhou
FTX,FCOO,Owando
EUN,GMML,Hassan
RSV,KRSV,Crawford Co
BXT,WRLC,Bontang
FIZ,YFTZ,Fitzroy Crossing
ATW,KATW,Outagamie County Rgnl
NZX,KNZX,Harold Nolf
ANG,LFBU,Angouleme-Brie-Champniers Airport
PSE,TJPS,Mercedita
SCX,KSCX,Scott Muni
OAX,MMOX,Xoxocotlan Int'l
OJC,KOJC,Johnson County Executive
MYJ,RJOM,Matsuyama
OLY,KOLY,Olney-Noble
PUG,YPAG,Port Augusta
OWX,KOWX,Putnam County
LLJ,KLLJ,Challis
PVD,KPVD,Green State Airport
PAA,VYPA,Hpa-An
VOL,LGBL,Int'l of Central Greece
MLE,KMLE,Millard
CMQ,YCMT,Clermont
OTL,GQNB,Boutilimit
PTK,KPTK,Oakland County Intl
TRY,HUTO,Tororo
AJA,LFKJ,Ajaccio Campo dell'Oro
XTL,CYBQ,Tadoule Lake
KTR,YPTN,RAAF Tindal
DRM,KDRM,Drummond Island
OIT,RJFO,Oita
SNX,MDSB,Sabana de la Mar
SFB,KSFB,Orlando Sanford Intl
JUB,HSSJ,Juba
VIJ,TUPW,Virgin Gorda
BRA,SNBR,Barreiras
DYR,KDYR,Dyersburg Rgnl
RKE,EKRK,Roskilde
BNN,ENBN,Bronnoysund\, Bronnoy
UIH,VVPC,Phu Cat
FCT,KFCT,Vagabond Ahp
SGR,KSGR,Sugar Land Rgnl
OWA,KOWA,Owatonna Degner Rgnl
YXQ,CYXQ,Beaver Creek
FUK,RJFF,Fukuoka
ETN,KETN,Eastland Muni
MJI,HLLM,Mitiga Int'l
HAX,KHAX,Hatbox Field
KKM,VTBL,Khok Kathiam Air Force Base
AVP,KAVP,Scranton Intl
TCS,KTCS,Truth Or Consequences Muni
BZE,MZBZ,Philip S. W. Goldson Int'l
ARI,SCAR,Chacalluta Int'l
OOA,KOOA,Oskaloosa Muni
RAZ,OPRT,Rawalakot
UPP,PHUP,Upolu
HLB,KHLB,Hillenbrand Industries
YOL,DNYO,Yola
NHV,NTMD,Nuku-Hiva
MJZ,UERR,Mirny
LVB,SSLI,Dos Galpoes
MPO,KMPO,Pocono Mountains Muni
YLR,CYLR,Leaf Rapids
EFK,KEFK,Newport State
DEB,LHDC,Debrecen Int'l
SAD,KSAD,Safford Rgnl
TUA,SETU,Teniente Coronel Luis a Mantilla Int'l
BON,TNCB,Flamingo Int'l
DEN,KDEN,Denver Intl
WTK,PAWN,Noatak
VER,KVER,Jesse Viertel Memorial
PVU,KPVU,Provo Muni
MWH,KMWH,Grant Co Intl
GID,HBBE,Gitega
SHE,ZYTX,Shenyang Taoxian Int'l
ZQN,NZQN,Queenstown
SZV,ZSSZ,Suzhou Guangfu
ADM,KADM,Ardmore Muni
BZR,LFMU,Beziers
RYK,OPRK,Shaikh Zayed Int'l
GST,PAGS,Gustavus
EYS,HKES,Eliye Springs
PHC,DNPO,Port Harcourt Int'l
PHL,KPHL,Philadelphia Intl
QPH,FBPY,Palapye
DYA,YDYS,Dysart
IGS,ETSI,Ingolstadt Manching
CBP,LPCO,Coimbra (Antanhol / Cernache /Coimbra) {Bissaya Barreto}
RGK,KRGK,Red Wing Rgnl
KTW,EPKT,Int'l Katowice in Pyrzowice
QMN,FDMB,Mbabane
TGI,KTGI,Tangier Island
SWS,EGFH,Swansea
VID,LBVD,Vidin Airfield (military)
SNC,SESA,General Ulpiano Paez
ISP,KISP,Long Island Mac Arthur
NRT,RJAA,Narita Int'l
PAZ,MMPA,El Tajin Nat'l
BMI,KBMI,Cent II Rgnl Arpt
RIW,KRIW,Riverton Rgnl
THP,KTHP,Thermopolis Municipal
TNM,SCRM,Teniente R. Marsh
BAN,FZVR,Basongo
SGS,RPMN,Sanga-Sanga Airport (Bongao Airport)
PDC,NWWQ,Nickel
KAY,NFNW,Wakaya
LPI,ESSL,Linkoping
JNZ,ZYJZ,Jinzhou
NJM,KNJM,Bogue Field Mcalf
TIA,LATI,Rinas Mother Teresa
GUY,KGUY,Guymon Muni
OUS,SBOU,Ourinhos
QUI,SCKU,Chuquicamata
KRE,HBBO,Kirundo
SGZ,VTSH,Songkhla
MAG,AYMD,Madang
SUG,RPMS,Surigao
LYE,EGDL,RAF Lyneham
MAY,MYAB,Clarence A. Bain
SWY,WMBA,Sitiawan
WST,EIWT,Weston
YOO,CYOO,Oshawa
IKG,KIKG,Kleberg County
OIC,KOIC,Lt Warren Eaton
SKI,KSKI,Sac City Muni
BMW,DATM,Bordj Mokhtar
PXR,VTUJ,Surin
KLO,RPVK,Kalibo
EYP,SKYP,El Alcaravan
GNM,SNGI,Guanambi
BFL,KBFL,Meadows Field
TKK,PTKK,Chuuk Int'l
TSZ,ZMTG,Tsetserleg
YCL,CYCL,Charlo
CHX,MPCH,Cpt. Manuel Nino Int'l
YZP,CYZP,Sandspit
VPS,KVPS,Eglin Afb
XBX,LFPD,Bernay Saint-Martin
HCQ,YHLC,Halls Creek
DGO,MMDO,General Guadalupe Victoria Int'l
AK15,PALP,Alpine Airstrip
NCA,MBNC,North Caicos
AYK,UAUR,Arkalyk
YOA,CYOA,Ekati
TQS,SKTQ,Tres Esquinas AB
POE,KPOE,Polk Aaf
MCX,URML,Uytash
MYQ,VOMY,Mysore
LGW,EGKK,London Gatwick
KBI,FKKB,Kribi
AOK,LGKP,Karpathos Island National
MIO,KMIO,Miami Muni
XSL,LFDS,Sarlat Domme
UAP,NTMP,Ua Pou
NTT,NFTP,Niuatoputapu (Kuini Lavenia)
RGA,EGNE,Gamston
EMX,SAVD,El Maiten
DLL,KDLL,Baraboo Wisconsin Dells
TBH,RPVU,Tugdan (Tablas/Romblon)
ESF,KESF,Esler Rgnl
CTJ,KCTJ,W Georgia Regional
NEW,KNEW,Lakefront
ELK,KELK,Elk City Rgnl Business
OLG,KOLG,Solon Springs Muni
TKV,KTKV,Tomahawk Rgnl
VDM,SAVV,Gobernador Edgardo Castello
TRR,VCCT,China Bay
DYL,KDYL,Doylestown
HGR,KHGR,Hagerstown Rgnl
EOP,KEOP,Pike County
CFF,FNCF,Cafunfo
SSZ,SBST,Santos Air Base
YRV,CYRV,Revelstoke
FKS,RJSF,Fukushima
CCY,KCCY,Northeast Iowa Rgnl
WBW,KWBW,Wilkes-Barre Valley 
YVB,CYVB,Bonaventure
TIE,HATP,Tippi
GCP,LTFG,Gazipaşa Airport
WAC,HAWC,Wacca
NOJ,USRO,Noyabrsk
SJY,EFSI,Seinajoki
SMO,KSMO,Santa Monica Muni
NGL,FANG,Ngala Airfield
FBU,ENFB,Oslo\, Fornebu (closed)
QNC,LSGN,Neuchatel
MUX,OPMT,Multan Int'l
PSK,KPSK,New River Valley
MUW,DAOV,Ghriss
LBR,SBLB,Labrea
GRD,KGRD,Greenwood County
PWG,KPWG,Mc Gregor Executive
TEG,DFET,Tenkodogo
HEE,KHEE,Thompson-Robbins
PMF,LIMP,Parma (G. Verdi)
BJY,LYBT,Batajnica
LLU,BGAP,Alluitsup Paa Heliport
KSS,GASK,Sikasso
PEX,KPEX,Paynesville Muni
UCY,KUCY,Everett-Stewart Rgnl
VVZ,DAAP,Illizi
SLH,NVSC,Vanua Lava Island
WML,FMMC,Malaimbandy
SFM,KSFM,Sanford Seacoast Rgnl
GNZ,FBGZ,Ghanzi
LIQ,FZGA,Lisala
NCU,UTNN,Nukus
END,KEND,Vance Afb
KBO,FZRM,Kabalo
DIM,DIDK,Dimbokro
LBD,UTDL,Khudzhand
PLN,KPLN,Pellston Rgnl Arpt
PZE,EGHK,Penzance Heliport
YDN,CYDN,Dauphin (Lt. Col W.G. (Billy) Barker VC)
BHV,OPBW,Bahawalpur
YPH,CYPH,Inukjuak
IPA,NVVI,Ipota
LOL,KLOL,Derby Field
YUL,CYUL,Montreal-Trudeau
YNC,CYNC,Wemindji
THN,ESGT,Trollhattan
YTY,ZSYA,Yangzhou Taizhou Airport
TRA,RORT,Tarama
ILI,PAIL,Iliamna
OEB,KOEB,Branch County Memorial
LBQ,FOGR,Lambarene
YNG,KYNG,Youngstown-Warren Rgnl
DMN,KDMN,Deming Muni
RYV,KRYV,Watertown Muni
ABF,NGAB,Abaiang Atoll
ADD,HAAB,Bole Int'l
PDX,KPDX,Portland Intl
UMT,PAUM,Umiat
PJC,SGPJ,Augusto R. Fuster Int'l
VRF,FAVR,Vredendal
POO,SBPC,Pocos de Caldas
SJJ,LQSA,Sarajevo Int'l
ISK,VANR,Gandhinagar
PIR,KPIR,Pierre Rgnl
AOV,KAOV,Ava Bill Martin Memorial
NAH,WAMH,Naha (Indonesia)
LUL,KLUL,Hesler-Noble Field
KIV,LUKK,Chişinău Int'l
NLA,FLND,Ndola
STI,MDST,Cibao Int'l (Santiago Municipal)
FYM,KFYM,Fayetteville Muni
HOP,KHOP,Campbell Aaf Arpt
KAR,SYKM,Kamarang
JIL,ZYJL,Jilin
MCV,LECU,Cuatro Vientos
GRY,BIGR,Grimsey
FRE,AGGF,Fera/Maringe
NHT,EGWU,RAF Northolt
SNP,PASN,St Paul Island
LTS,KLTS,Altus Afb
RAN,LIDR,Ravenna
CGH,SBSP,Congonhas
HXF,KHXF,Hartford Muni
SLA,SASA,Martin Miguel de Guemes Int'l (El Aybal)
HMR,ENHA,Hamar\, Stafsberg
MER,KMER,Castle
GNB,LFLS,Grenoble Saint-Geoirs
OWI,KOWI,Ottawa Muni
ORT,PAOR,Northway
PLS,MBPV,Providenciales Int'l
YBX,CYBX,Lourdes-de-Blanc-Sablon
SVL,EFSA,Savonlinna
PBL,SVPC,Bartolome Salom
IWH,KIWH,Wabash Muni
LFM,OISR,Lamerd
